location,size,total_sqft,bath,price,bhk,price_per_sqft
Raja Rajeshwari Nagar,1 BHK,648.0,1.0,31.75,1,4899
Neeladri Nagar,3 BHK,1167.0,2.0,38.0,3,3256
other,7 Bedroom,1000.0,7.0,160.0,7,16000
Hoodi,2 BHK,1220.0,2.0,50.89,2,4171
Kogilu,3 BHK,2350.0,5.0,327.0,3,13914
Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353
Gottigere,4 Bedroom,2000.0,4.0,82.0,4,4100
8th Phase JP Nagar,3 BHK,1800.0,3.0,80.0,3,4444
other,3 BHK,1991.0,3.0,160.0,3,8036
Bannerghatta,3 BHK,1665.0,3.0,110.0,3,6606
other,2 BHK,1234.0,2.0,61.0,2,4943
Mysore Road,3 BHK,1340.0,2.0,64.31,3,4799
Banashankari,2 BHK,1170.0,2.0,46.79,2,3999
Electronics City Phase 1,2 BHK,995.0,2.0,46.0,2,4623
Old Airport Road,2 BHK,1075.0,2.0,60.0,2,5581
Electronic City,2 BHK,1025.0,2.0,54.5,2,5317
Rachenahalli,3 BHK,2721.0,3.0,113.0,3,4152
Thanisandra,3 BHK,2000.0,3.0,99.0,3,4950
Whitefield,4 BHK,2500.0,4.0,155.0,4,6200
Mallasandra,2 BHK,1325.0,2.0,70.0,2,5283
Kadugodi,2 BHK,1314.0,2.0,68.2,2,5190
Kanakpura Road,3 BHK,2265.0,3.0,136.0,3,6004
7th Phase JP Nagar,7 Bedroom,4800.0,7.0,170.0,7,3541
Yelahanka,2 BHK,1026.0,2.0,41.0,2,3996
other,3 BHK,1200.0,3.0,66.0,3,5500
other,3 BHK,2220.0,4.0,65.0,3,2927
KR Puram,2 BHK,1192.5,2.0,51.22,2,4295
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999
Sarjapur  Road,3 BHK,1888.0,4.0,95.0,3,5031
JP Nagar,2 BHK,1300.0,2.0,90.87,2,6990
Rajaji Nagar,2 BHK,1216.0,2.0,97.16,2,7990
other,4 Bedroom,3000.0,4.0,342.0,4,11400
Begur,3 BHK,1559.0,3.0,63.0,3,4041
Harlur,2 BHK,1290.0,2.0,87.0,2,6744
other,6 Bedroom,2400.0,6.0,245.0,6,10208
Whitefield,1 BHK,905.0,1.0,55.0,1,6077
other,2 BHK,1069.0,2.0,55.0,2,5144
Sarjapura - Attibele Road,2 BHK,829.0,2.0,22.8,2,2750
Koramangala,2 BHK,1900.0,2.0,200.0,2,10526
Sarjapur  Road,3 BHK,1300.0,3.0,60.0,3,4615
Channasandra,2 BHK,1115.0,2.0,33.45,2,3000
Rajaji Nagar,3 BHK,2409.0,3.0,360.0,3,14943
Ambedkar Nagar,3 BHK,2150.0,4.0,125.0,3,5813
Marathahalli,3 BHK,1305.0,2.0,69.0,3,5287
Kanakpura Road,2 BHK,1252.0,2.0,56.32,2,4498
Hosakerehalli,5 Bedroom,2400.0,5.0,250.0,5,10416
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844
Koramangala,3 BHK,1750.0,3.0,130.0,3,7428
Electronic City Phase II,2 BHK,545.0,1.0,35.0,2,6422
other,2 Bedroom,1375.0,2.0,105.0,2,7636
Subramanyapura,2 BHK,1313.0,2.0,66.5,2,5064
Attibele,4 Bedroom,3640.0,4.0,275.0,4,7554
other,3 BHK,1693.0,3.0,108.0,3,6379
other,2 BHK,1160.0,2.0,41.75,2,3599
other,3 Bedroom,1200.0,3.0,200.0,3,16666
Subramanyapura,3 BHK,1255.0,2.0,79.0,3,6294
KR Puram,4 Bedroom,1000.0,4.0,75.0,4,7500
other,2 BHK,900.0,2.0,45.0,2,5000
Yelahanka New Town,3 BHK,1700.0,3.0,90.0,3,5294
Indira Nagar,3 BHK,1875.0,3.0,180.0,3,9600
Uttarahalli,3 BHK,1700.0,3.0,88.0,3,5176
Harlur,3 BHK,1749.0,3.0,115.0,3,6575
Dasanapura,2 Bedroom,1500.0,3.0,65.0,2,4333
other,2 BHK,1175.0,2.0,48.0,2,4085
Akshaya Nagar,2 BHK,1280.0,2.0,60.0,2,4687
other,2 BHK,1200.0,2.0,50.0,2,4166
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3,7142
Electronic City,2 BHK,1070.0,2.0,46.0,2,4299
TC Palaya,2 Bedroom,1200.0,2.0,66.0,2,5500
9th Phase JP Nagar,2 BHK,1127.0,2.0,50.0,2,4436
Indira Nagar,2 BHK,1210.0,2.0,102.0,2,8429
other,2 BHK,600.0,2.0,23.0,2,3833
Thigalarapalya,4 BHK,4190.0,4.0,380.0,4,9069
other,2 BHK,1364.0,2.0,70.0,2,5131
Whitefield,4 BHK,2268.0,3.0,146.0,4,6437
other,3 BHK,1150.0,2.0,77.5,3,6739
other,2 BHK,1146.0,2.0,39.5,2,3446
Magadi Road,2 BHK,1345.0,2.0,55.0,2,4089
other,2 BHK,1110.0,2.0,41.0,2,3693
Kengeri,2 BHK,750.0,2.0,36.0,2,4800
other,2 BHK,1156.0,2.0,49.5,2,4282
Pattandur Agrahara,2 BHK,1247.0,2.0,59.8,2,4795
other,2 BHK,1058.0,2.0,60.0,2,5671
Kaggalipura,2 BHK,950.0,2.0,48.0,2,5052
Vasanthapura,2 BHK,420.0,2.0,35.0,2,8333
other,4 Bedroom,600.0,2.0,90.0,4,15000
Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776
Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844
other,1 BHK,900.0,1.0,30.0,1,3333
Hennur Road,3 BHK,2350.0,3.0,174.0,3,7404
Thanisandra,2 BHK,1050.0,2.0,46.0,2,4380
other,3 BHK,1672.0,3.0,150.0,3,8971
Laggere,5 Bedroom,2800.0,5.0,125.0,5,4464
other,3 BHK,1500.0,2.0,65.0,3,4333
other,2 BHK,1400.0,2.0,65.0,2,4642
8th Phase JP Nagar,4 Bedroom,2700.0,4.0,130.0,4,4814
Bommasandra,2 BHK,920.0,2.0,37.46,2,4071
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3,5833
other,3 BHK,1250.0,3.0,139.0,3,11120
Hosakerehalli,3 BHK,1817.0,4.0,153.0,3,8420
Cooke Town,5 Bedroom,2043.0,6.0,375.0,5,18355
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
Yelahanka,4 Bedroom,4346.0,4.0,450.0,4,10354
Haralur Road,2 BHK,1464.0,2.0,56.0,2,3825
other,2 BHK,1468.0,3.0,130.0,2,8855
Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273
Munnekollal,6 Bedroom,1200.0,4.0,110.0,6,9166
Whitefield,2 BHK,1150.0,2.0,55.0,2,4782
Kadubeesanahalli,2 BHK,970.0,2.0,35.0,2,3608
Banashankari,4 BHK,2500.0,4.0,95.0,4,3800
other,2 BHK,1166.0,2.0,53.0,2,4545
Konanakunte,3 Bedroom,2779.0,3.0,317.0,3,11406
Electronic City,3 BHK,1350.0,3.0,58.0,3,4296
other,2 BHK,900.0,2.0,46.0,2,5111
7th Phase JP Nagar,3 BHK,1300.0,2.0,52.0,3,4000
other,3 BHK,1190.0,3.0,55.0,3,4621
Kodichikkanahalli,3 BHK,1495.0,2.0,75.0,3,5016
Indira Nagar,2 BHK,1224.0,2.0,105.0,2,8578
Banashankari Stage III,3 BHK,1350.0,2.0,68.0,3,5037
Green Glen Layout,2 BHK,940.0,2.0,56.8,2,6042
Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,55.0,2,5000
Kaikondrahalli,2 BHK,1300.0,2.0,61.0,2,4692
other,3 BHK,1480.0,2.0,145.0,3,9797
Hoodi,2 BHK,1105.0,2.0,46.37,2,4196
Sarjapur  Road,3 Bedroom,2600.0,3.0,200.0,3,7692
Yelahanka,3 BHK,1517.0,3.0,76.3,3,5029
Horamavu Banaswadi,6 Bedroom,3800.0,8.0,200.0,6,5263
Jalahalli,3 BHK,1615.0,3.0,89.75,3,5557
other,3 BHK,1500.0,3.0,65.0,3,4333
Mysore Road,3 BHK,1082.0,3.0,50.5,3,4667
Marathahalli,2 BHK,1365.0,2.0,73.0,2,5347
Electronic City,2 BHK,1000.0,2.0,25.0,2,2500
CV Raman Nagar,2 BHK,1392.0,2.0,98.0,2,7040
Kodigehalli,2 BHK,1086.0,2.0,33.66,2,3099
Hennur Road,3 BHK,1586.0,3.0,93.94,3,5923
Hennur,2 BHK,1100.0,2.0,60.0,2,5454
Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887
TC Palaya,3 Bedroom,1500.0,2.0,120.0,3,8000
7th Phase JP Nagar,3 BHK,1575.0,2.0,120.0,3,7619
Hennur Road,3 BHK,1975.0,3.0,123.0,3,6227
other,2 BHK,820.0,2.0,24.0,2,2926
Gubbalala,3 BHK,1745.0,3.0,110.0,3,6303
Nagarbhavi,2 BHK,1223.0,2.0,60.0,2,4905
Ananth Nagar,3 BHK,1200.0,2.0,65.0,3,5416
Basaveshwara Nagar,2 BHK,1200.0,2.0,90.0,2,7500
Binny Pete,1 BHK,665.0,1.0,46.08,1,6929
Bharathi Nagar,2 BHK,1351.0,2.0,70.0,2,5181
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189
Sector 7 HSR Layout,3 BHK,3900.0,3.0,300.0,3,7692
Thanisandra,3 BHK,1588.0,3.0,75.55,3,4757
Amruthahalli,2 BHK,900.0,2.0,60.0,2,6666
other,3 Bedroom,440.0,3.0,50.0,3,11363
Harlur,4 Bedroom,3385.0,4.0,260.0,4,7680
Panathur,3 BHK,1370.0,2.0,75.0,3,5474
Whitefield,3 Bedroom,1500.0,3.0,71.8,3,4786
other,3 BHK,2280.0,3.0,285.0,3,12500
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818
Hoodi,2 BHK,1247.0,2.0,53.0,2,4250
other,3 BHK,2000.0,3.0,200.0,3,10000
Balagere,2 BHK,1020.07,2.0,68.38,2,6703
other,3 BHK,1033.0,2.0,32.0,3,3097
other,3 BHK,1460.0,2.0,73.0,3,5000
Garudachar Palya,2 BHK,1150.0,2.0,52.8,2,4591
Sarjapur  Road,5 BHK,5965.0,5.0,385.0,5,6454
Babusapalaya,2 BHK,1141.0,2.0,46.0,2,4031
Yelahanka,4 BHK,2912.5,6.0,125.5,4,4309
Doddaballapur,4 Bedroom,4200.0,4.0,325.0,4,7738
Hosa Road,3 BHK,1665.0,2.0,125.0,3,7507
Kanakapura,2 BHK,1295.0,2.0,64.0,2,4942
Haralur Road,2 BHK,1230.0,2.0,78.0,2,6341
other,3 BHK,1080.0,2.0,75.0,3,6944
Kaggalipura,2 BHK,1000.0,2.0,60.0,2,6000
Kaval Byrasandra,3 BHK,2400.0,2.0,50.0,3,2083
Whitefield,1 BHK,630.5,1.0,32.79,1,5200
Rayasandra,3 BHK,1708.0,3.0,75.0,3,4391
Thanisandra,3 BHK,1697.0,3.0,115.0,3,6776
Whitefield,4 BHK,3537.0,5.0,210.0,4,5937
Hosa Road,1 BHK,615.0,1.0,28.29,1,4600
Banashankari,3 BHK,1350.0,2.0,83.0,3,6148
Jalahalli,2 BHK,1083.0,2.0,32.49,2,3000
Gottigere,3 BHK,1460.0,2.0,65.0,3,4452
Babusapalaya,2 BHK,1084.0,2.0,58.0,2,5350
Bommasandra,2 BHK,1035.0,2.0,41.43,2,4002
other,3 BHK,2400.0,2.0,150.0,3,6250
Hosur Road,1 BHK,460.0,1.0,21.0,1,4565
other,5 BHK,950.0,5.0,90.0,5,9473
Whitefield,2 BHK,1285.0,2.0,55.9,2,4350
other,19 BHK,2000.0,16.0,490.0,19,24500
Sarjapur,3 Bedroom,1200.0,3.0,78.0,3,6500
other,2 BHK,1070.0,2.0,35.0,2,3271
Hegde Nagar,3 BHK,1801.0,3.0,140.0,3,7773
Whitefield,3 BHK,1697.0,3.0,115.0,3,6776
AECS Layout,2 BHK,1199.0,2.0,65.0,2,5421
Iblur Village,3 BHK,2300.0,3.0,220.0,3,9565
Mysore Road,3 BHK,1340.0,2.0,64.31,3,4799
Marathahalli,4 BHK,3800.0,4.0,205.0,4,5394
Jigani,5 Bedroom,600.0,5.0,50.0,5,8333
other,2 BHK,1125.0,2.0,75.0,2,6666
Anandapura,2 Bedroom,1200.0,2.0,67.0,2,5583
Subramanyapura,2 BHK,1050.0,2.0,41.0,2,3904
Nagarbhavi,2 BHK,956.0,2.0,49.0,2,5125
Sarjapur,2 BHK,1000.0,2.0,30.0,2,3000
other,3 BHK,1596.0,3.0,95.0,3,5952
other,6 Bedroom,1200.0,5.0,150.0,6,12500
Kanakpura Road,2 BHK,1296.0,2.0,89.06,2,6871
other,6 Bedroom,1200.0,7.0,170.0,6,14166
other,3 BHK,1639.0,3.0,123.0,3,7504
Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024
Uttarahalli,3 BHK,1200.0,3.0,50.0,3,4166
Bannerghatta Road,2 BHK,1218.0,2.0,73.0,2,5993
other,2 BHK,920.0,2.0,37.0,2,4021
Yeshwanthpur,3 BHK,2559.0,3.0,141.0,3,5509
2nd Phase Judicial Layout,1 BHK,525.0,1.0,26.0,1,4952
Bannerghatta Road,3 BHK,1427.0,2.0,48.51,3,3399
Kothannur,3 BHK,1270.0,3.0,45.0,3,3543
Ramagondanahalli,2 BHK,920.0,2.0,65.0,2,7065
Dommasandra,4 Bedroom,2700.0,3.0,68.0,4,2518
other,3 BHK,1740.0,3.0,199.0,3,11436
Ramamurthy Nagar,3 BHK,1355.0,2.0,40.0,3,2952
Lingadheeranahalli,3 BHK,1530.0,2.0,90.0,3,5882
other,3 BHK,1372.0,2.0,90.0,3,6559
Nehru Nagar,4 BHK,2363.0,5.0,120.0,4,5078
Marathahalli,4 BHK,3895.0,4.0,220.0,4,5648
Jakkur,3 BHK,1950.0,3.0,131.0,3,6717
other,2 BHK,885.0,2.0,40.0,2,4519
Yelahanka,2 BHK,600.0,2.0,27.0,2,4500
Kumaraswami Layout,5 Bedroom,1270.0,4.0,128.0,5,10078
Vijayanagar,2 Bedroom,1380.0,2.0,225.0,2,16304
Kanakpura Road,2 BHK,1339.0,2.0,62.0,2,4630
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185
Uttarahalli,2 BHK,1085.0,2.0,43.0,2,3963
Yeshwanthpur,3 BHK,1430.0,3.0,72.0,3,5034
Bhoganhalli,4 BHK,1451.5,4.0,121.0,4,8336
other,5 BHK,6200.0,5.0,720.0,5,11612
other,3 BHK,1490.0,2.0,59.6,3,4000
other,4 BHK,1650.0,4.0,99.0,4,6000
Bellandur,2 BHK,1286.0,2.0,57.0,2,4432
other,2 BHK,925.0,2.0,63.0,2,6810
Bellandur,4 BHK,3016.0,4.0,230.0,4,7625
Haralur Road,2 BHK,1000.0,2.0,44.0,2,4400
Whitefield,2 BHK,1215.0,2.0,39.0,2,3209
other,4 Bedroom,1200.0,3.0,95.0,4,7916
Lakshminarayana Pura,2 BHK,1336.0,2.0,100.0,2,7485
Yeshwanthpur,1 BHK,673.0,1.0,36.85,1,5475
Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833
other,6 Bedroom,600.0,7.0,63.0,6,10500
Malleshwaram,3 BHK,1600.0,3.0,160.0,3,10000
other,2 Bedroom,1200.0,2.0,79.0,2,6583
Indira Nagar,6 Bedroom,2480.0,4.0,750.0,6,30241
other,3 BHK,2500.0,3.0,270.0,3,10800
Devanahalli,5 Bedroom,2400.0,5.0,100.0,5,4166
Sector 2 HSR Layout,2 BHK,1143.0,2.0,65.0,2,5686
Kanakpura Road,2 BHK,1470.0,2.0,61.74,2,4200
other,4 Bedroom,1584.0,3.0,145.0,4,9154
Marathahalli,3 BHK,1785.0,3.0,94.0,3,5266
Koramangala,3 BHK,2292.0,3.0,286.0,3,12478
Kothanur,3 BHK,1460.0,3.0,71.0,3,4863
Kasturi Nagar,3 BHK,1500.0,2.0,80.0,3,5333
Yelahanka,5 Bedroom,1200.0,4.0,140.0,5,11666
Sanjay nagar,5 BHK,3300.0,3.0,250.0,5,7575
Chikkalasandra,2 BHK,1230.0,2.0,48.0,2,3902
Yelahanka New Town,1 BHK,650.0,1.0,20.0,1,3076
Benson Town,2 BHK,1480.0,2.0,120.0,2,8108
Thanisandra,2 BHK,1220.0,2.0,43.92,2,3600
other,3 BHK,1570.0,3.0,115.0,3,7324
other,3 BHK,3000.0,3.0,400.0,3,13333
Mallasandra,3 BHK,1665.0,3.0,86.91,3,5219
other,3 Bedroom,1350.0,3.0,380.0,3,28148
Sarjapur  Road,4 Bedroom,4000.0,5.0,600.0,4,15000
Ramamurthy Nagar,2 Bedroom,1100.0,2.0,68.0,2,6181
Kathriguppe,3 BHK,1350.0,2.0,87.01,3,6445
Kasavanhalli,3 BHK,1719.0,3.0,116.0,3,6748
Budigere,1 BHK,664.0,1.0,35.0,1,5271
Sonnenahalli,2 BHK,1011.0,2.0,50.53,2,4998
other,6 Bedroom,2400.0,6.0,130.0,6,5416
other,3 BHK,1680.0,3.0,85.0,3,5059
Yeshwanthpur,2 BHK,717.0,2.0,49.475,2,6900
other,4 Bedroom,700.0,4.0,110.0,4,15714
Whitefield,3 BHK,1520.0,2.0,150.0,3,9868
Uttarahalli,3 BHK,1350.0,2.0,53.0,3,3925
Kothanur,3 BHK,1760.0,3.0,150.0,3,8522
Pattandur Agrahara,2 BHK,875.0,2.0,33.0,2,3771
Hennur,2 BHK,1231.0,2.0,48.0,2,3899
Somasundara Palya,2 BHK,1174.0,2.0,74.0,2,6303
Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807
other,2 BHK,1464.0,2.0,56.0,2,3825
Kanakpura Road,3 Bedroom,2200.0,3.0,130.0,3,5909
Shivaji Nagar,2 BHK,850.0,2.0,55.0,2,6470
other,3 BHK,1750.0,3.0,180.0,3,10285
1st Phase JP Nagar,3 BHK,2024.0,3.0,157.0,3,7756
other,2 Bedroom,1500.0,1.0,160.0,2,10666
other,6 Bedroom,2100.0,6.0,275.0,6,13095
Kodihalli,3 BHK,2408.0,4.0,260.0,3,10797
Devanahalli,2 BHK,1080.0,2.0,44.0,2,4074
Indira Nagar,3 BHK,2070.0,3.0,225.0,3,10869
Electronic City,2 BHK,1020.0,2.0,29.46,2,2888
Begur Road,3 BHK,1500.0,2.0,55.0,3,3666
Mahalakshmi Layout,4 Bedroom,1575.0,5.0,158.0,4,10031
Kodichikkanahalli,4 Bedroom,3250.0,4.0,180.0,4,5538
Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000
Channasandra,2 BHK,1030.0,2.0,34.5,2,3349
Hebbal,2 BHK,1440.0,2.0,115.0,2,7986
Hoodi,2 BHK,1500.0,2.0,84.0,2,5600
Thanisandra,1 Bedroom,1380.0,1.0,62.1,1,4500
other,2 BHK,1200.0,2.0,50.0,2,4166
other,1 BHK,705.0,1.0,36.5,1,5177
Harlur,3 BHK,2240.0,5.0,155.0,3,6919
Hegde Nagar,3 BHK,1584.01,3.0,103.0,3,6502
other,3 BHK,1340.0,3.0,77.0,3,5746
other,3 BHK,1800.0,3.0,70.0,3,3888
R.T. Nagar,2 BHK,1200.0,2.0,45.0,2,3750
Sarjapur  Road,1 BHK,685.0,1.0,40.0,1,5839
other,2 BHK,925.0,2.0,42.0,2,4540
other,2 BHK,1230.0,2.0,57.0,2,4634
other,5 Bedroom,1200.0,5.0,185.0,5,15416
Kodichikkanahalli,2 BHK,1125.0,2.0,52.0,2,4622
Hebbal,2 BHK,1100.0,2.0,54.0,2,4909
Jigani,3 Bedroom,2400.0,3.0,149.0,3,6208
Electronic City Phase II,3 BHK,1400.0,2.0,41.58,3,2970
Uttarahalli,7 Bedroom,1200.0,7.0,225.0,7,18750
Jakkur,3 BHK,1858.0,3.0,98.3,3,5290
other,1 Bedroom,1260.0,1.0,41.0,1,3253
Ambedkar Nagar,4 BHK,3530.0,4.0,290.0,4,8215
HSR Layout,2 BHK,1185.0,2.0,60.0,2,5063
other,2 Bedroom,1200.0,2.0,216.0,2,18000
Hennur,2 BHK,1255.0,2.0,58.0,2,4621
Rajaji Nagar,4 BHK,3436.0,6.0,475.0,4,13824
Kudlu Gate,3 BHK,1335.0,3.0,89.0,3,6666
Dodda Nekkundi,3 BHK,1999.0,3.0,132.0,3,6603
other,2 Bedroom,1200.0,2.0,125.0,2,10416
Kundalahalli,3 BHK,1397.0,3.0,110.0,3,7874
Jigani,10 Bedroom,1200.0,10.0,105.0,10,8750
Cooke Town,4 BHK,3950.0,4.0,450.0,4,11392
Yelahanka New Town,2 Bedroom,1200.0,2.0,130.0,2,10833
Chikka Tirupathi,3 Bedroom,1616.0,3.0,95.0,3,5878
Banashankari Stage III,8 Bedroom,1200.0,7.0,350.0,8,29166
other,4 Bedroom,1270.0,2.0,175.0,4,13779
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,38.55,2,3381
Kanakpura Road,1 BHK,525.0,1.0,30.0,1,5714
Varthur,3 Bedroom,1200.0,2.0,98.0,3,8166
other,1 Bedroom,700.0,1.0,162.0,1,23142
Balagere,2 BHK,1205.47,2.0,81.0,2,6719
other,3 Bedroom,1200.0,3.0,130.0,3,10833
Electronic City,3 BHK,1700.0,3.0,75.0,3,4411
Thanisandra,5 Bedroom,750.0,4.0,62.0,5,8266
Kanakpura Road,2 BHK,1090.0,2.0,54.54,2,5003
Yeshwanthpur,4 BHK,3600.0,5.0,220.0,4,6111
Kundalahalli,1 BHK,2400.0,1.0,650.0,1,27083
Thanisandra,1 BHK,923.0,1.0,60.84,1,6591
other,4 BHK,3595.0,6.0,360.0,4,10013
Green Glen Layout,2 BHK,1050.0,2.0,48.0,2,4571
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317
Narayanapura,3 BHK,1485.0,3.0,85.0,3,5723
Dommasandra,3 BHK,1033.0,2.0,31.5,3,3049
Electronic City,3 BHK,1400.0,2.0,48.0,3,3428
Indira Nagar,1 Bedroom,500.0,1.0,70.0,1,14000
Sarjapur  Road,2 BHK,944.0,2.0,35.0,2,3707
Whitefield,5 Bedroom,3250.0,5.0,290.0,5,8923
Whitefield,2 BHK,1216.0,2.0,66.48,2,5467
other,2 BHK,1100.0,2.0,39.5,2,3590
Thanisandra,3 BHK,1743.0,3.0,93.25,3,5349
Yelahanka,2 BHK,1274.0,2.0,48.42,2,3800
other,3 BHK,2500.0,3.0,425.0,3,17000
Mysore Road,3 BHK,1512.0,2.0,110.0,3,7275
other,4 BHK,3100.0,5.0,385.0,4,12419
Cox Town,3 BHK,1650.0,3.0,100.0,3,6060
Doddathoguru,3 BHK,1875.0,3.0,55.0,3,2933
Whitefield,3 BHK,1350.0,3.0,54.0,3,4000
other,2 BHK,1219.0,2.0,40.0,2,3281
other,4 Bedroom,1200.0,4.0,150.0,4,12500
Sarjapura - Attibele Road,3 Bedroom,2400.0,3.0,85.0,3,3541
Hormavu,2 BHK,1141.0,2.0,44.4,2,3891
Anandapura,2 BHK,1151.0,2.0,43.1,2,3744
Bommenahalli,3 Bedroom,832.0,3.0,77.0,3,9254
Sarjapur  Road,2 BHK,915.0,2.0,38.0,2,4153
other,3 Bedroom,3259.0,3.0,270.0,3,8284
Bannerghatta Road,2 BHK,1115.0,2.0,65.12,2,5840
Thigalarapalya,3 BHK,2072.0,4.0,139.0,3,6708
Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416
Singasandra,2 BHK,1300.0,2.0,65.0,2,5000
Bellandur,2 BHK,1457.0,2.0,85.0,2,5833
Kannamangala,2 BHK,1262.0,2.0,55.0,2,4358
BEML Layout,4 Bedroom,1196.0,3.0,150.0,4,12541
Ananth Nagar,2 BHK,900.0,2.0,22.5,2,2500
Attibele,1 BHK,420.0,1.0,17.0,1,4047
Kanakapura,2 BHK,1160.0,2.0,46.39,2,3999
Kasavanhalli,2 BHK,1115.0,2.0,50.0,2,4484
JP Nagar,3 BHK,1315.0,2.0,85.4,3,6494
Babusapalaya,2 BHK,1500.0,2.0,57.0,2,3800
HSR Layout,2 BHK,1127.0,2.0,68.0,2,6033
Kundalahalli,3 BHK,1397.0,3.0,104.0,3,7444
Whitefield,2 BHK,1173.0,2.0,60.0,2,5115
Sompura,2 BHK,1090.0,2.0,28.0,2,2568
Sarjapur  Road,3 BHK,2720.0,5.0,210.0,3,7720
Jakkur,2 BHK,1230.0,2.0,76.0,2,6178
other,4 BHK,3200.0,3.0,190.0,4,5937
Sarjapur  Road,2 BHK,858.0,2.0,31.57,2,3679
Talaghattapura,3 BHK,1868.0,3.0,121.0,3,6477
Uttarahalli,3 BHK,1689.28,3.0,91.2,3,5398
Vishwapriya Layout,4 BHK,600.0,3.0,73.0,4,12166
Banashankari,3 BHK,1425.0,3.0,49.88,3,3500
Subramanyapura,6 Bedroom,1200.0,6.0,170.0,6,14166
Tindlu,2 Bedroom,1350.0,2.0,100.0,2,7407
Channasandra,6 Bedroom,4200.0,6.0,180.0,6,4285
Uttarahalli,3 BHK,1310.0,2.0,85.0,3,6488
other,2 BHK,970.0,2.0,40.0,2,4123
Kundalahalli,3 BHK,1397.0,3.0,108.0,3,7730
Sarjapur,2 BHK,1157.0,2.0,40.0,2,3457
Kasavanhalli,2 BHK,1125.0,2.0,61.2,2,5440
Sonnenahalli,2 BHK,1157.0,2.0,42.0,2,3630
Sarjapur  Road,2 BHK,1241.0,2.0,82.0,2,6607
Binny Pete,1 BHK,660.0,1.0,62.0,1,9393
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500
Rajiv Nagar,4 BHK,2340.0,4.0,148.0,4,6324
other,1 BHK,596.0,1.0,42.0,1,7046
other,16 BHK,10000.0,16.0,550.0,16,5500
other,4 Bedroom,1200.0,4.0,110.0,4,9166
other,3 BHK,1910.0,3.0,190.0,3,9947
Brookefield,2 BHK,1139.0,2.0,80.0,2,7023
Thigalarapalya,4 BHK,3122.0,5.0,225.0,4,7206
Sarjapura - Attibele Road,2 BHK,1033.0,2.0,28.41,2,2750
Yeshwanthpur,2 BHK,1168.0,2.0,64.08,2,5486
Chandapura,2 BHK,877.0,2.0,42.0,2,4789
Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597
other,3 BHK,1405.0,2.0,70.0,3,4982
other,3 BHK,1800.0,3.0,65.0,3,3611
other,3 BHK,1750.0,3.0,149.0,3,8514
other,3 BHK,1360.0,2.0,65.0,3,4779
Malleshwaram,3 Bedroom,675.0,2.0,148.0,3,21925
other,2 BHK,985.0,2.0,63.0,2,6395
other,2 BHK,1300.0,2.0,129.0,2,9923
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108
other,3 BHK,1490.0,2.0,88.0,3,5906
other,2 BHK,620.0,1.0,25.0,2,4032
Hormavu,2 BHK,1130.0,2.0,42.3,2,3743
Yelachenahalli,2 BHK,1080.0,2.0,55.0,2,5092
Singasandra,4 BHK,3126.0,4.0,120.0,4,3838
Begur Road,3 BHK,1410.0,2.0,52.17,3,3700
Bommanahalli,3 BHK,1375.0,3.0,59.0,3,4290
Hennur Road,3 BHK,1290.0,2.0,94.5,3,7325
Hosa Road,3 BHK,1318.0,2.0,85.28,3,6470
Electronic City,2 BHK,1128.0,2.0,68.0,2,6028
other,4 Bedroom,4428.0,4.0,255.0,4,5758
Kanakpura Road,2 BHK,1051.0,2.0,56.74,2,5398
Kengeri,3 Bedroom,3500.0,5.0,275.0,3,7857
Kannamangala,4 Bedroom,2400.0,4.0,130.0,4,5416
Yelahanka,2 BHK,1327.0,2.0,85.0,2,6405
Thigalarapalya,4 BHK,2912.0,6.0,210.0,4,7211
other,2 BHK,1301.0,2.0,55.0,2,4227
other,1 BHK,650.0,1.0,30.0,1,4615
Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645
other,3 BHK,1500.0,2.0,89.99,3,5999
other,4 Bedroom,2700.0,6.0,675.0,4,25000
other,4 Bedroom,1350.0,4.0,145.0,4,10740
